ID,League,Date,Time,Matchup_EU_P,Home_Team,Visitor_Team,Home_Odd,Draw_Odd,Visitor_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Home_Team_PTS,visi_team_pts,True_Result,Winner_Odd
152,bundesliga,2016-09-17,14:30,Frankfurt vs Leverkusen,Frankfurt,Leverkusen,3.75,3.6,2.02,Leverkusen,Frankfurt,0.582,Y,2,1,Frankfurt,3.75
153,bundesliga,2016-09-17,14:30,Hamburger SV vs RB Leipzig,Hamburger SV,RB Leipzig,2.7,3.31,2.72,Hamburger SV,RB Leipzig,0.611,Y,0,4,RB Leipzig,2.72
154,bundesliga,2016-09-17,14:30,Dortmund vs Darmstadt,Dortmund,Darmstadt,1.16,8.23,17.76,Dortmund,Dortmund,0.659,N,6,0,Dortmund,1.16
155,bundesliga,2016-09-17,14:30,Bayern Munich vs Ingolstadt,Bayern Munich,Ingolstadt,1.14,8.77,22.65,Bayern Munich,Bayern Munich,0.686,N,3,1,Bayern Munich,1.14
156,premier-league,2016-09-17,15:00,Manchester City vs Bournemouth,Manchester City,Bournemouth,1.25,6.61,12.41,Manchester City,Manchester City,0.646,N,4,0,Manchester City,1.25
157,premier-league,2016-09-17,15:00,West Bromwich vs West Ham Utd,West Bromwich,West Ham Utd,2.82,3.21,2.71,West Ham Utd,West Bromwich,0.499,Y,4,2,West Bromwich,2.82
158,premier-league,2016-09-17,15:00,Leicester City vs Burnley,Leicester City,Burnley,1.48,4.46,7.59,Leicester City,Leicester City,0.443,N,3,0,Leicester City,1.48
159,premier-league,2016-09-17,15:00,Hull City vs Arsenal,Hull City,Arsenal,5.91,4.07,1.62,Arsenal,Arsenal,0.626,N,1,4,Arsenal,1.62
160,laliga,2016-09-17,15:15,Atletico Madrid vs Sporting Gijon,Atletico Madrid,Sporting Gijon,1.19,6.97,18.52,Atletico Madrid,Atletico Madrid,0.654,N,5,0,Atletico Madrid,1.19
161,ligue-1,2016-09-17,16:00,Monaco vs Rennes,Monaco,Rennes,1.78,3.6,4.87,Monaco,Monaco,0.626,N,3,0,Monaco,1.78
162,serie-a,2016-09-17,17:00,Lazio Roma vs Pescara,Lazio Roma,Pescara,1.5,4.4,6.83,Lazio Roma,Lazio Roma,0.676,N,3,0,Lazio Roma,1.5
163,bundesliga,2016-09-17,17:30,Monchengladb. vs Werder Bremen,Monchengladb.,Werder Bremen,1.44,4.99,6.91,Monchengladb.,Monchengladb.,0.481,N,4,1,Monchengladb.,1.44
164,laliga,2016-09-17,17:30,Eibar vs FC Sevilla,Eibar,FC Sevilla,2.92,3.34,2.5,FC Sevilla,FC Sevilla,0.415,N,1,1,Draw,3.34
165,premier-league,2016-09-17,17:30,Everton vs Middlesbrough,Everton,Middlesbrough,1.63,3.87,6.09,Everton,Everton,0.548,N,3,1,Everton,1.63
166,ligue-1,2016-09-17,19:00,Bordeaux vs Angers,Bordeaux,Angers,1.79,3.44,5.13,Bordeaux,Bordeaux,0.55,N,0,1,Angers,5.13
167,ligue-1,2016-09-17,19:00,Nancy vs Nantes,Nancy,Nantes,2.31,2.97,3.66,Nancy,Nancy,0.487,N,1,1,Draw,2.97
168,ligue-1,2016-09-17,19:00,Lorient vs Lille,Lorient,Lille,3.51,3.19,2.24,Lille,Lorient,0.39,Y,1,0,Lorient,3.51
169,ligue-1,2016-09-17,19:00,Dijon vs Metz,Dijon,Metz,1.96,3.48,4.03,Dijon,Dijon,0.459,N,0,0,Draw,3.48
170,ligue-1,2016-09-17,19:00,Toulouse vs Guingamp,Toulouse,Guingamp,2.11,3.28,3.78,Toulouse,Toulouse,0.417,N,2,1,Toulouse,2.11
171,laliga,2016-09-17,19:45,Las Palmas vs Malaga,Las Palmas,Malaga,2.22,3.38,3.41,Las Palmas,Las Palmas,0.466,N,1,0,Las Palmas,2.22
172,serie-a,2016-09-17,19:45,Napoli vs Bologna,Napoli,Bologna,1.26,6.0,12.22,Napoli,Napoli,0.605,N,3,1,Napoli,1.26
173,laliga,2016-09-18,11:00,Osasuna vs Celta Vigo,Osasuna,Celta Vigo,3.36,3.22,2.31,Celta Vigo,Celta Vigo,0.48,N,0,0,Draw,3.22
174,serie-a,2016-09-18,11:30,Udinese vs Chievo,Udinese,Chievo,2.27,3.15,3.53,Udinese,Udinese,0.468,N,1,2,Chievo,3.53
175,premier-league,2016-09-18,12:00,Watford vs Manchester Utd,Watford,Manchester Utd,6.41,4.2,1.56,Manchester Utd,Manchester Utd,0.444,N,3,1,Watford,6.41
176,serie-a,2016-09-18,14:00,Torino vs Empoli,Torino,Empoli,1.68,3.69,5.73,Torino,Torino,0.597,N,0,0,Draw,3.69
177,serie-a,2016-09-18,14:00,Crotone vs Palermo,Crotone,Palermo,2.96,3.15,2.59,Palermo,Crotone,0.471,Y,1,1,Draw,3.15
178,serie-a,2016-09-18,14:00,Cagliari vs Atalanta,Cagliari,Atalanta,2.42,3.27,3.09,Cagliari,Atalanta,0.411,Y,3,0,Cagliari,2.42
179,serie-a,2016-09-18,14:00,Sassuolo vs Genoa,Sassuolo,Genoa,2.39,3.22,3.19,Sassuolo,Sassuolo,0.367,N,2,0,Sassuolo,2.39
180,ligue-1,2016-09-18,14:00,Montpellier vs Nice,Montpellier,Nice,2.18,3.33,3.52,Montpellier,Nice,0.567,Y,1,1,Draw,3.33
181,premier-league,2016-09-18,14:15,Crystal Palace vs Stoke City,Crystal Palace,Stoke City,2.09,3.39,3.82,Crystal Palace,Crystal Palace,0.402,N,4,1,Crystal Palace,2.09
182,premier-league,2016-09-18,14:15,Southampton vs Swansea City,Southampton,Swansea City,1.67,3.89,5.65,Southampton,Southampton,0.613,N,1,0,Southampton,1.67
183,laliga,2016-09-18,15:15,Athletic Bilbao vs Valencia,Athletic Bilbao,Valencia,1.84,3.67,4.43,Athletic Bilbao,Athletic Bilbao,0.596,N,2,1,Athletic Bilbao,1.84
184,ligue-1,2016-09-18,16:00,Saint-Etienne vs Bastia,Saint-Etienne,Bastia,1.75,3.4,5.66,Saint-Etienne,Saint-Etienne,0.555,N,1,0,Saint-Etienne,1.75
185,bundesliga,2016-09-18,16:30,Hertha Berlin vs Schalke 04,Hertha Berlin,Schalke 04,2.74,3.34,2.66,Schalke 04,Hertha Berlin,0.6,Y,2,0,Hertha Berlin,2.74
186,premier-league,2016-09-18,16:30,Tottenham vs Sunderland,Tottenham,Sunderland,1.33,5.51,10.16,Tottenham,Tottenham,0.674,N,1,0,Tottenham,1.33
187,serie-a,2016-09-18,17:00,Inter Milan vs Juventus,Inter Milan,Juventus,4.63,3.41,1.88,Juventus,Juventus,0.462,N,2,1,Inter Milan,4.63
188,laliga,2016-09-18,17:30,Villarreal vs Real Sociedad,Villarreal,Real Sociedad,1.84,3.38,5.01,Villarreal,Villarreal,0.493,N,2,1,Villarreal,1.84
189,laliga,2016-09-18,19:45,Espanyol vs Real Madrid,Espanyol,Real Madrid,7.79,5.0,1.41,Real Madrid,Real Madrid,0.525,N,0,2,Real Madrid,1.41
190,serie-a,2016-09-18,19:45,Fiorentina vs AS Roma,Fiorentina,AS Roma,2.99,3.41,2.42,AS Roma,AS Roma,0.409,N,1,0,Fiorentina,2.99
191,ligue-1,2016-09-18,19:45,Marseille vs Lyon,Marseille,Lyon,2.58,3.28,2.84,Marseille,Marseille,0.413,N,0,0,Draw,3.28
192,laliga,2016-09-19,19:45,Alaves vs Deportivo,Alaves,Deportivo,2.35,3.04,3.47,Alaves,Alaves,0.532,N,0,0,Draw,3.04
193,ligue-1,2016-09-20,18:00,Lille vs Toulouse,Lille,Toulouse,2.22,3.08,3.7,Lille,Lille,0.391,N,1,2,Toulouse,3.7
194,bundesliga,2016-09-20,19:00,Darmstadt vs Hoffenheim,Darmstadt,Hoffenheim,3.68,3.71,2.01,Hoffenheim,Hoffenheim,0.611,N,1,1,Draw,3.71
195,bundesliga,2016-09-20,19:00,Ingolstadt vs Frankfurt,Ingolstadt,Frankfurt,2.03,3.37,3.95,Ingolstadt,Frankfurt,0.538,Y,0,2,Frankfurt,3.95
196,bundesliga,2016-09-20,19:00,Freiburg vs Hamburger SV,Freiburg,Hamburger SV,2.14,3.48,3.5,Freiburg,Freiburg,0.558,N,1,0,Freiburg,2.14
197,bundesliga,2016-09-20,19:00,Wolfsburg vs Dortmund,Wolfsburg,Dortmund,4.59,4.03,1.74,Dortmund,Dortmund,0.444,N,1,5,Dortmund,1.74
198,laliga,2016-09-20,19:00,Malaga vs Eibar,Malaga,Eibar,1.8,3.43,5.16,Malaga,Malaga,0.452,N,2,1,Malaga,1.8
199,serie-a,2016-09-20,19:45,AC Milan vs Lazio Roma,AC Milan,Lazio Roma,2.26,3.32,3.37,AC Milan,AC Milan,0.475,N,2,0,AC Milan,2.26
200,ligue-1,2016-09-20,20:00,Paris SG vs Dijon,Paris SG,Dijon,1.11,10.03,23.66,Paris SG,Paris SG,0.638,N,3,0,Paris SG,1.11
201,laliga,2016-09-20,21:00,FC Sevilla vs Real Betis,FC Sevilla,Real Betis,1.53,4.4,6.26,FC Sevilla,FC Sevilla,0.615,N,1,0,FC Sevilla,1.53
202,serie-a,2016-09-21,17:30,Bologna vs Sampdoria,Bologna,Sampdoria,2.26,3.16,3.54,Bologna,Bologna,0.46,N,2,0,Bologna,2.26
203,ligue-1,2016-09-21,18:00,Guingamp vs Lorient,Guingamp,Lorient,1.97,3.39,4.17,Guingamp,Guingamp,0.63,N,1,0,Guingamp,1.97
204,ligue-1,2016-09-21,18:00,Nantes vs Saint-Etienne,Nantes,Saint-Etienne,2.69,2.94,3.0,Nantes,Nantes,0.376,N,0,0,Draw,2.94
205,ligue-1,2016-09-21,18:00,Nice vs Monaco,Nice,Monaco,3.43,3.29,2.23,Monaco,Nice,0.484,Y,4,0,Nice,3.43
206,ligue-1,2016-09-21,18:00,Angers vs Caen,Angers,Caen,2.23,3.15,3.6,Angers,Angers,0.464,N,2,1,Angers,2.23
207,ligue-1,2016-09-21,18:00,Metz vs Bordeaux,Metz,Bordeaux,3.14,3.28,2.37,Bordeaux,Metz,0.402,Y,0,3,Bordeaux,2.37
208,ligue-1,2016-09-21,18:00,Lyon vs Montpellier,Lyon,Montpellier,1.71,3.81,5.14,Lyon,Lyon,0.594,N,5,1,Lyon,1.71
209,ligue-1,2016-09-21,18:00,Bastia vs Nancy,Bastia,Nancy,2.29,3.0,3.66,Bastia,Bastia,0.444,N,0,0,Draw,3.0
210,bundesliga,2016-09-21,19:00,Leverkusen vs Augsburg,Leverkusen,Augsburg,1.47,4.64,6.96,Leverkusen,Leverkusen,0.486,N,0,0,Draw,4.64
211,bundesliga,2016-09-21,19:00,Schalke 04 vs FC Koln,Schalke 04,FC Koln,2.22,3.36,3.42,Schalke 04,FC Koln,0.392,Y,1,3,FC Koln,3.42
212,bundesliga,2016-09-21,19:00,RB Leipzig vs Monchengladb.,RB Leipzig,Monchengladb.,2.19,3.52,3.33,RB Leipzig,RB Leipzig,0.649,N,1,1,Draw,3.52
213,bundesliga,2016-09-21,19:00,Bayern Munich vs Hertha Berlin,Bayern Munich,Hertha Berlin,1.14,8.5,21.82,Bayern Munich,Bayern Munich,0.569,N,3,0,Bayern Munich,1.14
214,laliga,2016-09-21,19:00,Celta Vigo vs Sporting Gijon,Celta Vigo,Sporting Gijon,1.61,4.07,5.8,Celta Vigo,Celta Vigo,0.585,N,2,1,Celta Vigo,1.61
215,laliga,2016-09-21,19:00,Real Madrid vs Villarreal,Real Madrid,Villarreal,1.25,6.47,11.87,Real Madrid,Real Madrid,0.575,N,1,1,Draw,6.47
216,serie-a,2016-09-21,19:45,Empoli vs Inter Milan,Empoli,Inter Milan,4.09,3.38,2.01,Inter Milan,Inter Milan,0.515,N,0,2,Inter Milan,2.01
217,serie-a,2016-09-21,19:45,Juventus vs Cagliari,Juventus,Cagliari,1.19,7.14,16.93,Juventus,Juventus,0.66,N,4,0,Juventus,1.19
218,serie-a,2016-09-21,19:45,Udinese vs Fiorentina,Udinese,Fiorentina,3.24,3.19,2.39,Fiorentina,Udinese,0.431,Y,2,2,Draw,3.19
219,serie-a,2016-09-21,19:45,AS Roma vs Crotone,AS Roma,Crotone,1.14,8.78,21.83,AS Roma,AS Roma,0.692,N,4,0,AS Roma,1.14
220,serie-a,2016-09-21,19:45,Genoa vs Napoli,Genoa,Napoli,4.86,3.79,1.75,Napoli,Napoli,0.453,N,0,0,Draw,3.79
221,serie-a,2016-09-21,19:45,Pescara vs Torino,Pescara,Torino,3.12,3.28,2.41,Torino,Torino,0.544,N,0,0,Draw,3.28
222,serie-a,2016-09-21,19:45,Chievo vs Sassuolo,Chievo,Sassuolo,2.33,3.13,3.43,Chievo,Chievo,0.572,N,2,1,Chievo,2.33
223,serie-a,2016-09-21,19:45,Atalanta vs Palermo,Atalanta,Palermo,1.56,4.04,6.62,Atalanta,Atalanta,0.663,N,0,1,Palermo,6.62
224,ligue-1,2016-09-21,20:00,Rennes vs Marseille,Rennes,Marseille,2.32,3.24,3.28,Rennes,Rennes,0.426,N,3,2,Rennes,2.32
225,laliga,2016-09-21,21:00,Real Sociedad vs Las Palmas,Real Sociedad,Las Palmas,1.89,3.6,4.31,Real Sociedad,Real Sociedad,0.537,N,4,1,Real Sociedad,1.89
226,laliga,2016-09-21,21:00,Granada vs Athletic Bilbao,Granada,Athletic Bilbao,4.12,3.56,1.95,Athletic Bilbao,Athletic Bilbao,0.519,N,1,2,Athletic Bilbao,1.95
227,laliga,2016-09-21,21:00,FC Barcelona vs Atletico Madrid,FC Barcelona,Atletico Madrid,1.56,4.26,6.18,FC Barcelona,FC Barcelona,0.531,N,1,1,Draw,4.26
228,laliga,2016-09-22,19:00,Deportivo vs Leganes,Deportivo,Leganes,2.19,3.16,3.75,Deportivo,Deportivo,0.473,N,1,2,Leganes,3.75
229,laliga,2016-09-22,19:00,Osasuna vs Espanyol,Osasuna,Espanyol,3.22,3.22,2.39,Espanyol,Espanyol,0.522,N,1,2,Espanyol,2.39
230,laliga,2016-09-22,21:00,Valencia vs Alaves,Valencia,Alaves,1.55,4.32,6.3,Valencia,Alaves,0.408,Y,2,1,Valencia,1.55
231,bundesliga,2016-09-23,19:30,Dortmund vs Freiburg,Dortmund,Freiburg,1.2,7.39,14.46,Dortmund,Dortmund,0.556,N,3,1,Dortmund,1.2
232,laliga,2016-09-23,19:45,Real Betis vs Malaga,Real Betis,Malaga,2.54,3.19,3.01,Real Betis,Real Betis,0.412,N,1,0,Real Betis,2.54
233,ligue-1,2016-09-23,19:45,Toulouse vs Paris SG,Toulouse,Paris SG,7.34,4.43,1.47,Paris SG,Paris SG,0.466,N,2,0,Toulouse,7.34
234,laliga,2016-09-24,12:00,Eibar vs Real Sociedad,Eibar,Real Sociedad,2.68,3.15,2.86,Eibar,Eibar,0.401,N,2,0,Eibar,2.68
235,premier-league,2016-09-24,12:30,Manchester Utd vs Leicester City,Manchester Utd,Leicester City,1.69,3.91,5.44,Manchester Utd,Manchester Utd,0.629,N,4,1,Manchester Utd,1.69
236,bundesliga,2016-09-24,14:30,Augsburg vs Darmstadt,Augsburg,Darmstadt,1.64,3.84,5.84,Augsburg,Augsburg,0.583,N,1,0,Augsburg,1.64
237,bundesliga,2016-09-24,14:30,Frankfurt vs Hertha Berlin,Frankfurt,Hertha Berlin,2.36,3.19,3.29,Frankfurt,Frankfurt,0.464,N,3,3,Draw,3.19
238,bundesliga,2016-09-24,14:30,Monchengladb. vs Ingolstadt,Monchengladb.,Ingolstadt,1.94,3.43,4.24,Monchengladb.,Monchengladb.,0.525,N,2,0,Monchengladb.,1.94
239,bundesliga,2016-09-24,14:30,Hamburger SV vs Bayern Munich,Hamburger SV,Bayern Munich,15.06,6.95,1.21,Bayern Munich,Bayern Munich,0.651,N,0,1,Bayern Munich,1.21
240,premier-league,2016-09-24,15:00,Bournemouth vs Everton,Bournemouth,Everton,3.35,3.45,2.25,Everton,Bournemouth,0.395,Y,1,0,Bournemouth,3.35
241,premier-league,2016-09-24,15:00,Middlesbrough vs Tottenham,Middlesbrough,Tottenham,3.91,3.39,2.06,Tottenham,Tottenham,0.538,N,1,2,Tottenham,2.06
242,premier-league,2016-09-24,15:00,Stoke City vs West Bromwich,Stoke City,West Bromwich,2.29,3.3,3.38,Stoke City,Stoke City,0.437,N,1,1,Draw,3.3
243,premier-league,2016-09-24,15:00,Swansea City vs Manchester City,Swansea City,Manchester City,9.0,5.68,1.34,Manchester City,Manchester City,0.625,N,1,3,Manchester City,1.34
244,premier-league,2016-09-24,15:00,Sunderland vs Crystal Palace,Sunderland,Crystal Palace,2.57,3.24,2.97,Sunderland,Sunderland,0.428,N,2,3,Crystal Palace,2.97
245,premier-league,2016-09-24,15:00,Liverpool vs Hull City,Liverpool,Hull City,1.24,6.64,12.82,Liverpool,Liverpool,0.7,N,5,1,Liverpool,1.24
246,laliga,2016-09-24,15:15,Sporting Gijon vs FC Barcelona,Sporting Gijon,FC Barcelona,13.08,6.41,1.24,FC Barcelona,FC Barcelona,0.603,N,0,5,FC Barcelona,1.24
247,ligue-1,2016-09-24,16:00,Lorient vs Lyon,Lorient,Lyon,3.9,3.42,2.02,Lyon,Lyon,0.558,N,1,0,Lorient,3.9
248,serie-a,2016-09-24,17:00,Palermo vs Juventus,Palermo,Juventus,14.16,6.19,1.24,Juventus,Juventus,0.678,N,0,1,Juventus,1.24
249,bundesliga,2016-09-24,17:30,Werder Bremen vs Wolfsburg,Werder Bremen,Wolfsburg,3.92,3.84,1.91,Wolfsburg,Werder Bremen,0.452,Y,2,1,Werder Bremen,3.92
250,laliga,2016-09-24,17:30,Athletic Bilbao vs FC Sevilla,Athletic Bilbao,FC Sevilla,1.97,3.44,4.17,Athletic Bilbao,FC Sevilla,0.386,Y,3,1,Athletic Bilbao,1.97
251,premier-league,2016-09-24,17:30,Arsenal vs Chelsea,Arsenal,Chelsea,2.41,3.45,3.06,Arsenal,Chelsea,0.403,Y,3,0,Arsenal,2.41
252,ligue-1,2016-09-24,19:00,Dijon vs Rennes,Dijon,Rennes,2.51,3.1,3.09,Dijon,Rennes,0.386,Y,3,0,Dijon,2.51
253,ligue-1,2016-09-24,19:00,Monaco vs Angers,Monaco,Angers,1.75,3.55,5.2,Monaco,Monaco,0.67,N,2,1,Monaco,1.75
254,ligue-1,2016-09-24,19:00,Bordeaux vs Caen,Bordeaux,Caen,1.78,3.66,4.81,Bordeaux,Bordeaux,0.547,N,0,0,Draw,3.66
255,ligue-1,2016-09-24,19:00,Bastia vs Guingamp,Bastia,Guingamp,2.53,2.92,3.24,Bastia,Guingamp,0.418,Y,1,0,Bastia,2.53
256,ligue-1,2016-09-24,19:00,Montpellier vs Metz,Montpellier,Metz,1.62,3.94,5.81,Montpellier,Montpellier,0.488,N,0,1,Metz,5.81
257,laliga,2016-09-24,19:45,Las Palmas vs Real Madrid,Las Palmas,Real Madrid,8.79,5.68,1.34,Real Madrid,Real Madrid,0.54,N,2,2,Draw,5.68
258,serie-a,2016-09-24,19:45,Napoli vs Chievo,Napoli,Chievo,1.39,4.78,9.25,Napoli,Napoli,0.59,N,2,0,Napoli,1.39
259,laliga,2016-09-25,11:00,Leganes vs Valencia,Leganes,Valencia,3.02,3.3,2.46,Valencia,Leganes,0.503,Y,1,2,Valencia,2.46
260,serie-a,2016-09-25,11:30,Torino vs AS Roma,Torino,AS Roma,3.48,3.49,2.14,AS Roma,AS Roma,0.406,N,3,1,Torino,3.48
261,serie-a,2016-09-25,14:00,Sassuolo vs Udinese,Sassuolo,Udinese,2.08,3.3,3.93,Sassuolo,Udinese,0.387,Y,1,0,Sassuolo,2.08
262,serie-a,2016-09-25,14:00,Lazio Roma vs Empoli,Lazio Roma,Empoli,1.52,4.15,7.19,Lazio Roma,Lazio Roma,0.64,N,2,0,Lazio Roma,1.52
263,serie-a,2016-09-25,14:00,Genoa vs Pescara,Genoa,Pescara,1.66,3.86,5.52,Genoa,Genoa,0.612,N,1,1,Draw,3.86
264,serie-a,2016-09-25,14:00,Inter Milan vs Bologna,Inter Milan,Bologna,1.47,4.53,7.26,Inter Milan,Inter Milan,0.545,N,1,1,Draw,4.53
265,ligue-1,2016-09-25,14:00,Saint-Etienne vs Lille,Saint-Etienne,Lille,2.43,3.02,3.31,Saint-Etienne,Saint-Etienne,0.554,N,3,1,Saint-Etienne,2.43
266,bundesliga,2016-09-25,14:30,Hoffenheim vs Schalke 04,Hoffenheim,Schalke 04,2.86,3.7,2.39,Schalke 04,Hoffenheim,0.604,Y,2,1,Hoffenheim,2.86
267,laliga,2016-09-25,15:15,Atletico Madrid vs Deportivo,Atletico Madrid,Deportivo,1.2,6.54,19.3,Atletico Madrid,Atletico Madrid,0.61,N,1,0,Atletico Madrid,1.2
268,premier-league,2016-09-25,16:00,West Ham Utd vs Southampton,West Ham Utd,Southampton,3.04,3.39,2.45,Southampton,West Ham Utd,0.422,Y,0,3,Southampton,2.45
269,ligue-1,2016-09-25,16:00,Nancy vs Nice,Nancy,Nice,2.47,3.13,3.11,Nancy,Nice,0.589,Y,0,1,Nice,3.11
270,laliga,2016-09-25,17:30,Villarreal vs Osasuna,Villarreal,Osasuna,1.38,4.78,9.58,Villarreal,Villarreal,0.67,N,3,1,Villarreal,1.38
271,laliga,2016-09-25,19:45,Espanyol vs Celta Vigo,Espanyol,Celta Vigo,2.3,3.32,3.3,Espanyol,Espanyol,0.499,N,0,2,Celta Vigo,3.3
272,serie-a,2016-09-25,19:45,Fiorentina vs AC Milan,Fiorentina,AC Milan,2.25,3.23,3.5,Fiorentina,Fiorentina,0.377,N,0,0,Draw,3.23
273,ligue-1,2016-09-25,19:45,Marseille vs Nantes,Marseille,Nantes,2.12,3.19,3.86,Marseille,Marseille,0.576,N,2,1,Marseille,2.12
274,serie-a,2016-09-26,18:00,Crotone vs Atalanta,Crotone,Atalanta,4.4,3.35,1.94,Atalanta,Atalanta,0.581,N,1,3,Atalanta,1.94
275,serie-a,2016-09-26,20:00,Cagliari vs Sampdoria,Cagliari,Sampdoria,2.12,3.36,3.66,Cagliari,Cagliari,0.451,N,2,1,Cagliari,2.12
276,premier-league,2016-09-26,20:00,Burnley vs Watford,Burnley,Watford,3.29,3.16,2.42,Watford,Burnley,0.436,Y,2,0,Burnley,3.29
277,bundesliga,2016-09-30,19:30,RB Leipzig vs Augsburg,RB Leipzig,Augsburg,1.74,3.68,5.18,RB Leipzig,RB Leipzig,0.636,N,2,1,RB Leipzig,1.74
278,laliga,2016-09-30,19:45,Real Sociedad vs Real Betis,Real Sociedad,Real Betis,1.84,3.53,4.75,Real Sociedad,Real Sociedad,0.578,N,1,0,Real Sociedad,1.84
279,ligue-1,2016-09-30,19:45,Rennes vs Guingamp,Rennes,Guingamp,2.11,3.2,3.88,Rennes,Rennes,0.428,N,1,0,Rennes,2.11
280,premier-league,2016-09-30,20:00,Everton vs Crystal Palace,Everton,Crystal Palace,1.72,3.89,5.14,Everton,Everton,0.578,N,1,1,Draw,3.89
281,laliga,2016-10-01,12:00,Granada vs Leganes,Granada,Leganes,2.46,3.23,3.1,Granada,Granada,0.381,N,0,1,Leganes,3.1
282,premier-league,2016-10-01,12:30,Swansea City vs Liverpool,Swansea City,Liverpool,7.28,4.98,1.44,Liverpool,Liverpool,0.63,N,1,2,Liverpool,1.44
283,bundesliga,2016-10-01,14:30,Darmstadt vs Werder Bremen,Darmstadt,Werder Bremen,2.98,3.42,2.42,Werder Bremen,Werder Bremen,0.427,N,2,2,Draw,3.42
284,bundesliga,2016-10-01,14:30,Hertha Berlin vs Hamburger SV,Hertha Berlin,Hamburger SV,2.05,3.3,3.97,Hertha Berlin,Hertha Berlin,0.635,N,2,0,Hertha Berlin,2.05
285,bundesliga,2016-10-01,14:30,Bayern Munich vs FC Koln,Bayern Munich,FC Koln,1.2,6.88,15.96,Bayern Munich,Bayern Munich,0.6,N,1,1,Draw,6.88
286,bundesliga,2016-10-01,14:30,Ingolstadt vs Hoffenheim,Ingolstadt,Hoffenheim,2.11,3.42,3.63,Ingolstadt,Hoffenheim,0.545,Y,1,2,Hoffenheim,3.63
287,bundesliga,2016-10-01,14:30,Freiburg vs Frankfurt,Freiburg,Frankfurt,2.37,3.4,3.07,Freiburg,Frankfurt,0.367,Y,1,0,Freiburg,2.37
288,premier-league,2016-10-01,15:00,West Ham Utd vs Middlesbrough,West Ham Utd,Middlesbrough,2.03,3.43,3.98,West Ham Utd,West Ham Utd,0.489,N,1,1,Draw,3.43
289,premier-league,2016-10-01,15:00,Hull City vs Chelsea,Hull City,Chelsea,7.57,4.74,1.45,Chelsea,Chelsea,0.704,N,0,2,Chelsea,1.45
290,premier-league,2016-10-01,15:00,Watford vs Bournemouth,Watford,Bournemouth,2.47,3.27,3.08,Watford,Watford,0.483,N,2,2,Draw,3.27
291,premier-league,2016-10-01,15:00,Sunderland vs West Bromwich,Sunderland,West Bromwich,2.5,3.15,3.15,Sunderland,West Bromwich,0.411,Y,1,1,Draw,3.15
292,laliga,2016-10-01,15:15,FC Sevilla vs Alaves,FC Sevilla,Alaves,1.42,4.7,8.52,FC Sevilla,FC Sevilla,0.584,N,2,1,FC Sevilla,1.42
293,ligue-1,2016-10-01,16:00,Paris SG vs Bordeaux,Paris SG,Bordeaux,1.27,5.87,11.63,Paris SG,Paris SG,0.594,N,2,0,Paris SG,1.27
294,serie-a,2016-10-01,17:00,Pescara vs Chievo,Pescara,Chievo,2.67,3.14,2.9,Pescara,Chievo,0.505,Y,0,2,Chievo,2.9
295,bundesliga,2016-10-01,17:30,Leverkusen vs Dortmund,Leverkusen,Dortmund,3.35,3.72,2.11,Dortmund,Dortmund,0.363,N,2,0,Leverkusen,3.35
296,laliga,2016-10-01,17:30,Osasuna vs Las Palmas,Osasuna,Las Palmas,2.71,3.33,2.7,Las Palmas,Las Palmas,0.506,N,2,2,Draw,3.33
297,ligue-1,2016-10-01,19:00,Nantes vs Bastia,Nantes,Bastia,1.96,3.16,4.62,Nantes,Nantes,0.471,N,1,0,Nantes,1.96
298,ligue-1,2016-10-01,19:00,Dijon vs Montpellier,Dijon,Montpellier,2.48,3.16,3.07,Dijon,Dijon,0.435,N,3,3,Draw,3.16
299,ligue-1,2016-10-01,19:00,Caen vs Toulouse,Caen,Toulouse,2.75,3.15,2.75,Draw,Caen,0.377,Y,1,0,Caen,2.75
300,ligue-1,2016-10-01,19:00,Metz vs Monaco,Metz,Monaco,4.75,3.73,1.77,Monaco,Monaco,0.589,N,0,7,Monaco,1.77
301,ligue-1,2016-10-01,19:00,Lille vs Nancy,Lille,Nancy,1.8,3.36,5.22,Lille,Lille,0.446,N,1,0,Lille,1.8
302,laliga,2016-10-01,19:45,Deportivo vs Sporting Gijon,Deportivo,Sporting Gijon,1.86,3.42,4.76,Deportivo,Deportivo,0.531,N,2,1,Deportivo,1.86
303,serie-a,2016-10-01,19:45,Udinese vs Lazio Roma,Udinese,Lazio Roma,3.02,3.29,2.46,Lazio Roma,Lazio Roma,0.391,N,0,3,Lazio Roma,2.46
304,laliga,2016-10-02,11:00,Valencia vs Atletico Madrid,Valencia,Atletico Madrid,4.53,3.56,1.86,Atletico Madrid,Atletico Madrid,0.504,N,0,2,Atletico Madrid,1.86
305,serie-a,2016-10-02,11:30,Empoli vs Juventus,Empoli,Juventus,10.74,5.1,1.33,Juventus,Juventus,0.66,N,0,3,Juventus,1.33
306,premier-league,2016-10-02,12:00,Manchester Utd vs Stoke City,Manchester Utd,Stoke City,1.3,5.64,11.47,Manchester Utd,Manchester Utd,0.601,N,1,1,Draw,5.64
307,serie-a,2016-10-02,14:00,Atalanta vs Napoli,Atalanta,Napoli,5.3,3.75,1.71,Napoli,Atalanta,0.408,Y,1,0,Atalanta,5.3
